,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2016-03-12 00:00:00,1.2569059,-0.27086255016818833,4.831829962014231,1.2569059,1.2569059,0.9914347700007112,0.9914347700007112,0.9914347700007112,0.9914347700007112,0.9914347700007112,0.9914347700007112,0.0,0.0,0.0,2.248340670000711
1,2016-03-12 00:01:00,1.2569413120515494,-0.37150446664351294,4.987093844403826,1.2569413120515494,1.2569413120515494,0.9896486506925825,0.9896486506925825,0.9896486506925825,0.9896486506925825,0.9896486506925825,0.9896486506925825,0.0,0.0,0.0,2.2465899627441317
2,2016-03-12 00:02:00,1.2569767241030985,-0.26810338772900955,4.6932665785448675,1.2569767241030985,1.2569767241030985,0.9877350490818093,0.9877350490818093,0.9877350490818093,0.9877350490818093,0.9877350490818093,0.9877350490818093,0.0,0.0,0.0,2.2447117731849078
3,2016-03-12 00:03:00,1.2570121361546478,-0.456799758344057,4.730270587737913,1.2570121361546478,1.2570121361546478,0.9856936958342868,0.9856936958342868,0.9856936958342868,0.9856936958342868,0.9856936958342868,0.9856936958342868,0.0,0.0,0.0,2.2427058319889346
4,2016-03-12 00:04:00,1.2570475482061971,-0.30963299524538773,4.800078804353453,1.2570475482061971,1.2570475482061971,0.9835243439414978,0.9835243439414978,0.9835243439414978,0.9835243439414978,0.9835243439414978,0.9835243439414978,0.0,0.0,0.0,2.240571892147695
5,2016-03-12 00:05:00,1.2570829602577462,-0.44559152676628677,4.974669624433194,1.2570829602577462,1.2570829602577462,0.981226768842985,0.981226768842985,0.981226768842985,0.981226768842985,0.981226768842985,0.981226768842985,0.0,0.0,0.0,2.238309729100731
6,2016-03-12 00:07:00,1.2571537843608447,-0.37472876090678814,4.890225924052281,1.2571537843608447,1.2571537843608447,0.9762461633627473,0.9762461633627473,0.9762461633627473,0.9762461633627473,0.9762461633627473,0.9762461633627473,0.0,0.0,0.0,2.233399947723592
7,2016-03-12 00:08:00,1.2571891964123942,-0.46949307737017315,4.717919787470484,1.2571891964123942,1.2571891964123942,0.9735627968133944,0.9735627968133944,0.9735627968133944,0.9735627968133944,0.9735627968133944,0.9735627968133944,0.0,0.0,0.0,2.2307519932257884
8,2016-03-12 00:09:00,1.2572246084639433,-0.2705587707621803,4.770744351588568,1.2572246084639433,1.2572246084639433,0.9707505348002061,0.9707505348002061,0.9707505348002061,0.9707505348002061,0.9707505348002061,0.9707505348002061,0.0,0.0,0.0,2.2279751432641497
9,2016-03-12 00:10:00,1.2572600205154927,-0.33146477167848726,4.663042563518707,1.2572600205154927,1.2572600205154927,0.9678092662071948,0.9678092662071948,0.9678092662071948,0.9678092662071948,0.9678092662071948,0.9678092662071948,0.0,0.0,0.0,2.2250692867226873
10,2016-03-12 00:11:00,1.2572954325670418,-0.25625099642363125,4.872882693844287,1.2572954325670418,1.2572954325670418,0.9647389028343394,0.9647389028343394,0.9647389028343394,0.9647389028343394,0.9647389028343394,0.9647389028343394,0.0,0.0,0.0,2.222034335401381
11,2016-03-12 00:13:00,1.2573662566701405,-0.36300124582392507,4.8232361383150995,1.2573662566701405,1.2573662566701405,0.9582106538654633,0.9582106538654633,0.9582106538654633,0.9582106538654633,0.9582106538654633,0.9582106538654633,0.0,0.0,0.0,2.215576910535604
12,2016-03-12 00:18:00,1.2575433169278867,-0.5141686919861836,4.76605453855413,1.2575433169278867,1.2575433169278867,0.9396291359992381,0.9396291359992381,0.9396291359992381,0.9396291359992381,0.9396291359992381,0.9396291359992381,0.0,0.0,0.0,2.197172452927125
13,2016-03-12 00:21:00,1.2576495530825342,-0.3127570839625812,4.622543627338719,1.2576495530825342,1.2576495530825342,0.9269321505657369,0.9269321505657369,0.9269321505657369,0.9269321505657369,0.9269321505657369,0.9269321505657369,0.0,0.0,0.0,2.184581703648271
14,2016-03-12 00:22:00,1.2576849651340838,-0.5955833090664765,4.74016263596786,1.2576849651340838,1.2576849651340838,0.9224425319054325,0.9224425319054325,0.9224425319054325,0.9224425319054325,0.9224425319054325,0.9224425319054325,0.0,0.0,0.0,2.1801274970395164
15,2016-03-12 00:23:00,1.257720377185633,-0.27705849956673945,4.845755729673696,1.257720377185633,1.257720377185633,0.917824565958148,0.917824565958148,0.917824565958148,0.917824565958148,0.917824565958148,0.917824565958148,0.0,0.0,0.0,2.1755449431437808
16,2016-03-12 00:25:00,1.2577912012887313,-0.46577720514849186,4.677556754380295,1.2577912012887313,1.2577912012887313,0.9082044707981772,0.9082044707981772,0.9082044707981772,0.9082044707981772,0.9082044707981772,0.9082044707981772,0.0,0.0,0.0,2.1659956720869085
17,2016-03-12 00:26:00,1.257826613340281,-0.4631057004448048,4.680478049293395,1.257826613340281,1.257826613340281,0.903202839080888,0.903202839080888,0.903202839080888,0.903202839080888,0.903202839080888,0.903202839080888,0.0,0.0,0.0,2.161029452421169
18,2016-03-12 00:27:00,1.25786202539183,-0.6215914660487227,4.745707559077097,1.25786202539183,1.25786202539183,0.8980738553065272,0.8980738553065272,0.8980738553065272,0.8980738553065272,0.8980738553065272,0.8980738553065272,0.0,0.0,0.0,2.1559358806983573
19,2016-03-12 00:29:00,1.2579328494949285,-0.38373829406164867,4.605538000452251,1.2579328494949285,1.2579328494949285,0.8874350831792973,0.8874350831792973,0.8874350831792973,0.8874350831792973,0.8874350831792973,0.8874350831792973,0.0,0.0,0.0,2.1453679326742257
20,2016-03-12 00:34:00,1.2581099097526747,-0.2678985417509104,4.7780799866792485,1.2581099097526747,1.2581099097526747,0.8586338397400735,0.8586338397400735,0.8586338397400735,0.8586338397400735,0.8586338397400735,0.8586338397400735,0.0,0.0,0.0,2.1167437494927483
21,2016-03-12 00:39:00,1.258286970010421,-0.5268483345119649,4.806019331025958,1.258286970010421,1.258286970010421,0.8267276285920285,0.8267276285920285,0.8267276285920285,0.8267276285920285,0.8267276285920285,0.8267276285920285,0.0,0.0,0.0,2.0850145986024495
22,2016-03-12 00:41:00,1.2583577941135196,-0.5572795725556231,4.63149882419541,1.2583577941135196,1.2583577941135196,0.8131103398031089,0.8131103398031089,0.8131103398031089,0.8131103398031089,0.8131103398031089,0.8131103398031089,0.0,0.0,0.0,2.0714681339166283
