,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2016-03-12 00:00:00,39.629076,3.8614488873528745,100.61431308084161,39.629076,39.629076,12.998331910137368,12.998331910137368,12.998331910137368,12.998331910137368,12.998331910137368,12.998331910137368,0.0,0.0,0.0,52.627407910137364
1,2016-03-12 01:00:00,39.95717438493723,-22.300001470365828,81.71611467798375,39.95717438493723,39.95717438493723,-9.012066618144456,-9.012066618144456,-9.012066618144456,-9.012066618144456,-9.012066618144456,-9.012066618144456,0.0,0.0,0.0,30.945107766792777
2,2016-03-12 02:00:00,40.285272769874474,-40.809383059492795,64.11480754083219,40.285272769874474,40.285272769874474,-29.249034275663437,-29.249034275663437,-29.249034275663437,-29.249034275663437,-29.249034275663437,-29.249034275663437,0.0,0.0,0.0,11.036238494211037
3,2016-03-12 03:00:00,40.61337115481171,-52.84402851018022,51.19337082781091,40.61337115481171,40.61337115481171,-41.40210337455155,-41.40210337455155,-41.40210337455155,-41.40210337455155,-41.40210337455155,-41.40210337455155,0.0,0.0,0.0,-0.7887322197398419
4,2016-03-12 05:00:00,41.26956792468619,-47.84369556100228,55.26617312362121,41.26956792468619,41.26956792468619,-39.296812419695165,-39.296812419695165,-39.296812419695165,-39.296812419695165,-39.296812419695165,-39.296812419695165,0.0,0.0,0.0,1.972755504991028
5,2016-03-12 06:00:00,41.59766630962343,-39.51990855677051,65.28875711683281,41.59766630962343,41.59766630962343,-29.4090369901991,-29.4090369901991,-29.4090369901991,-29.4090369901991,-29.4090369901991,-29.4090369901991,0.0,0.0,0.0,12.18862931942433
6,2016-03-12 07:00:00,41.92576469456067,-26.14295275137848,75.69844614138998,41.92576469456067,41.92576469456067,-15.78295390366917,-15.78295390366917,-15.78295390366917,-15.78295390366917,-15.78295390366917,-15.78295390366917,0.0,0.0,0.0,26.1428107908915
7,2016-03-12 08:00:00,42.253863079497904,-7.8671861392738975,95.96420377721552,42.253863079497904,42.253863079497904,-0.10755468453411426,-0.10755468453411426,-0.10755468453411426,-0.10755468453411426,-0.10755468453411426,-0.10755468453411426,0.0,0.0,0.0,42.14630839496379
8,2016-03-12 09:00:00,42.58196147102927,6.235837769518614,106.57733015189983,42.58196147102927,42.58196147102927,14.071626115511856,14.071626115511856,14.071626115511856,14.071626115511856,14.071626115511856,14.071626115511856,0.0,0.0,0.0,56.65358758654112
9,2016-03-12 10:00:00,42.91005986256063,11.24636760853048,118.08885802374155,42.91005986256063,42.91005986256063,22.220616966514044,22.220616966514044,22.220616966514044,22.220616966514044,22.220616966514044,22.220616966514044,0.0,0.0,0.0,65.13067682907467
10,2016-03-12 11:00:00,43.23815825409199,14.708149079044064,118.53219061035092,43.23815825409199,43.23815825409199,21.93255850644434,21.93255850644434,21.93255850644434,21.93255850644434,21.93255850644434,21.93255850644434,0.0,0.0,0.0,65.17071676053634
11,2016-03-12 12:00:00,43.566256645623355,7.181351625660405,110.79015267809964,43.566256645623355,43.566256645623355,15.276195110215381,15.276195110215381,15.276195110215381,15.276195110215381,15.276195110215381,15.276195110215381,0.0,0.0,0.0,58.84245175583874
12,2016-03-12 13:00:00,43.89435503715472,2.5089528582073957,98.91100281845897,43.89435503715472,43.89435503715472,7.629751665960722,7.629751665960722,7.629751665960722,7.629751665960722,7.629751665960722,7.629751665960722,0.0,0.0,0.0,51.524106703115436
13,2016-03-12 14:00:00,44.22245342868607,-5.21452929820879,98.83336544100521,44.22245342868607,44.22245342868607,3.5861670977460225,3.5861670977460225,3.5861670977460225,3.5861670977460225,3.5861670977460225,3.5861670977460225,0.0,0.0,0.0,47.808620526432094
14,2016-03-12 15:00:00,44.550551820217436,-4.222724686425897,99.86567124282661,44.550551820217436,44.550551820217436,3.584807154769256,3.584807154769256,3.584807154769256,3.584807154769256,3.584807154769256,3.584807154769256,0.0,0.0,0.0,48.135358974986694
15,2016-03-12 16:00:00,44.878650211748806,-3.7664440354477846,100.83987624964725,44.878650211748806,44.878650211748806,4.481654573539639,4.481654573539639,4.481654573539639,4.481654573539639,4.481654573539639,4.481654573539639,0.0,0.0,0.0,49.36030478528844
16,2016-03-12 17:00:00,45.20674860339796,-3.2870703042217446,101.74040508434803,45.20674860339796,45.20674860339796,3.5281211909167363,3.5281211909167363,3.5281211909167363,3.5281211909167363,3.5281211909167363,3.5281211909167363,0.0,0.0,0.0,48.7348697943147
17,2016-03-12 18:00:00,45.534846995047126,-3.9157119224594137,99.96060747614351,45.534846995047126,45.534846995047126,1.800800010028424,1.800800010028424,1.800800010028424,1.800800010028424,1.800800010028424,1.800800010028424,0.0,0.0,0.0,47.33564700507555
18,2016-03-12 19:00:00,45.862945386696296,1.3651512252233775,97.964203903644,45.862945386696296,45.862945386696296,3.488896894773046,3.488896894773046,3.488896894773046,3.488896894773046,3.488896894773046,3.488896894773046,0.0,0.0,0.0,49.351842281469345
19,2016-03-12 20:00:00,46.19104377834546,10.433291420269537,109.02915866560025,46.19104377834546,46.19104377834546,11.427759861506498,11.427759861506498,11.427759861506498,11.427759861506498,11.427759861506498,11.427759861506498,0.0,0.0,0.0,57.61880363985196
20,2016-03-12 21:00:00,46.51914216999462,18.31986918824745,118.65039394982992,46.51914216999462,46.51914216999462,23.079380063769797,23.079380063769797,23.079380063769797,23.079380063769797,23.079380063769797,23.079380063769797,0.0,0.0,0.0,69.59852223376441
21,2016-03-12 22:00:00,46.84724056164379,30.086791216723018,128.85817330019026,46.84724056164379,46.84724056164379,31.050487192685146,31.050487192685146,31.050487192685146,31.050487192685146,31.050487192685146,31.050487192685146,0.0,0.0,0.0,77.89772775432894
22,2016-03-12 23:00:00,47.17533895329295,22.7944640182827,125.17608503573064,47.17533895329295,47.17533895329295,28.178794723108997,28.178794723108997,28.178794723108997,28.178794723108997,28.178794723108997,28.178794723108997,0.0,0.0,0.0,75.35413367640194
23,2016-03-13 00:00:00,47.50343734665326,11.286567139480224,113.00684852536848,47.50343734665326,47.50343734665326,12.998331909885737,12.998331909885737,12.998331909885737,12.998331909885737,12.998331909885737,12.998331909885737,0.0,0.0,0.0,60.50176925653899
24,2016-03-13 01:00:00,47.831535740013564,-13.213512249402918,84.42887392181741,47.831535740013564,47.831535740013564,-9.012066617262239,-9.012066617262239,-9.012066617262239,-9.012066617262239,-9.012066617262239,-9.012066617262239,0.0,0.0,0.0,38.81946912275133
25,2016-03-13 02:00:00,48.15963413337387,-30.78534711388275,71.16584827389391,48.15963413337387,48.15963413337387,-29.249034275687297,-29.249034275687297,-29.249034275687297,-29.249034275687297,-29.249034275687297,-29.249034275687297,0.0,0.0,0.0,18.910599857686574
26,2016-03-13 03:00:00,48.48773252673417,-42.59256537380358,60.40107548704741,48.48773252673417,48.48773252673417,-41.40210337471236,-41.40210337471236,-41.40210337471236,-41.40210337471236,-41.40210337471236,-41.40210337471236,0.0,0.0,0.0,7.085629152021809
27,2016-03-13 04:00:00,48.815830920094484,-47.28095222528092,55.657405991305616,48.815830920094484,48.815830920094484,-44.07638677172209,-44.07638677172209,-44.07638677172209,-44.07638677172209,-44.07638677172209,-44.07638677172209,0.0,0.0,0.0,4.739444148372392
28,2016-03-13 05:00:00,49.14392931345479,-36.96809112687281,60.82483055721315,49.14392931345479,49.14392931345479,-39.296812419492284,-39.296812419492284,-39.296812419492284,-39.296812419492284,-39.296812419492284,-39.296812419492284,0.0,0.0,0.0,9.847116893962507
29,2016-03-13 06:00:00,49.47202770681509,-29.520098847393903,74.40769586527678,49.47202770681509,49.47202770681509,-29.40903698991877,-29.40903698991877,-29.40903698991877,-29.40903698991877,-29.40903698991877,-29.40903698991877,0.0,0.0,0.0,20.06299071689632
30,2016-03-13 07:00:00,49.80012610017541,-15.651505166310448,86.69264621842545,49.80012610017541,49.80012610017541,-15.782953903546808,-15.782953903546808,-15.782953903546808,-15.782953903546808,-15.782953903546808,-15.782953903546808,0.0,0.0,0.0,34.01717219662861
31,2016-03-13 08:00:00,50.12822448998137,-2.3837830126964055,100.7718003973203,50.12822448998137,50.12822448998137,-0.10755468420057186,-0.10755468420057186,-0.10755468420057186,-0.10755468420057186,-0.10755468420057186,-0.10755468420057186,0.0,0.0,0.0,50.0206698057808
32,2016-03-13 09:00:00,50.45632287978735,14.94341866335793,113.34942552543137,50.45632287978735,50.45632287978735,14.071626115939138,14.071626115939138,14.071626115939138,14.071626115939138,14.071626115939138,14.071626115939138,0.0,0.0,0.0,64.52794899572649
33,2016-03-13 10:00:00,50.784421269593324,21.70350941968364,123.2414024083154,50.784421269593324,50.784421269593324,22.220616966495275,22.220616966495275,22.220616966495275,22.220616966495275,22.220616966495275,22.220616966495275,0.0,0.0,0.0,73.0050382360886
34,2016-03-13 11:00:00,51.1125196593993,22.653063496483814,125.5205298415133,51.1125196593993,51.1125196593993,21.932558506333734,21.932558506333734,21.932558506333734,21.932558506333734,21.932558506333734,21.932558506333734,0.0,0.0,0.0,73.04507816573303
35,2016-03-13 12:00:00,51.44061804920528,17.306426879074223,120.65810749643039,51.44061804920528,51.44061804920528,15.276195110107112,15.276195110107112,15.276195110107112,15.276195110107112,15.276195110107112,15.276195110107112,0.0,0.0,0.0,66.7168131593124
36,2016-03-13 13:00:00,51.76871643901124,7.853319045488953,106.5522156582488,51.76871643901124,51.76871643901124,7.629751665934404,7.629751665934404,7.629751665934404,7.629751665934404,7.629751665934404,7.629751665934404,0.0,0.0,0.0,59.39846810494565
